run_id,technology,migration_method,network_migration,checkpoint_ms,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes
30-04-2026-host-postcopy-0018,CRIU,postcopy,no,992,23391,6821,325,8138,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:57:55.511363,1_WiFi_6,0.0,992.0,20104.0,6770.0,3302.0
30-04-2026-host-postcopy-0019,CRIU,postcopy,no,1057,23262,6618,327,8002,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:58:28.729802,1_WiFi_6,0.0,1057.0,19423.0,6669.0,3147.0
30-04-2026-host-postcopy-0020,CRIU,postcopy,no,1090,23173,6883,323,8296,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:59:02.588224,1_WiFi_6,0.0,1090.0,20464.0,6704.0,3147.0
30-04-2026-host-postcopy-0021,CRIU,postcopy,no,1042,23377,6829,325,8196,0.03,x86_64,x86_64,True,True,transfer_mode=host;lazy_pages_port=9999;relay_node=edge-host-1,2026-04-30T19:59:36.146558,1_WiFi_6,0.0,1042.0,19644.0,6744.0,3196.0
30-04-2026-direct-postcopy-0012,CRIU,postcopy,no,1029,23260,3038,370,4437,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T20:00:07.975563,1_WiFi_6,0.0,1029.0,18556.0,7051.0,3147.0
30-04-2026-direct-postcopy-0013,CRIU,postcopy,no,1119,23383,3159,387,4665,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T20:00:39.472395,1_WiFi_6,0.0,1119.0,18215.0,6814.0,3253.0
30-04-2026-direct-postcopy-0014,CRIU,postcopy,no,1086,23252,3045,340,4471,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T20:01:11.450626,1_WiFi_6,0.0,1086.0,18506.0,7072.0,3196.0
30-04-2026-direct-postcopy-0015,CRIU,postcopy,no,1043,23266,3059,347,4449,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T20:01:42.519940,1_WiFi_6,0.0,1043.0,17783.0,6728.0,3090.0
30-04-2026-direct-postcopy-0016,CRIU,postcopy,no,1015,23238,3314,396,4725,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T20:02:14.623710,1_WiFi_6,0.0,1015.0,18846.0,7295.0,3146.0
30-04-2026-direct-postcopy-0017,CRIU,postcopy,no,1046,23296,3171,418,4635,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T20:02:45.961163,1_WiFi_6,0.0,1046.0,18122.0,6959.0,3196.0
30-04-2026-direct-postcopy-0018,CRIU,postcopy,no,1064,23354,3187,330,4581,0.06,x86_64,x86_64,True,True,transfer_mode=direct;lazy_pages_port=9999,2026-04-30T20:03:18.478659,1_WiFi_6,0.0,1064.0,18996.0,7090.0,3147.0
