run_id,technology,migration_method,network_migration,checkpoint_ms,checkpoint_us,checkpoint_ns,archive_bytes,transfer_ms,restore_ms,downtime_ms,bandwidth_mbps,src_arch,dst_arch,same_arch,success,notes,timestamp,profile_name,predump_ms,final_dump_ms,total_ms,lazy_pages_active_ms,lazy_pages_log_bytes,archive_create_ms,transfer_setup_ms,transfer_send_ms,transfer_receive_ms,transfer_cleanup_ms,unpack_ms
22-05-2026-direct-cold-0010,WASM,cold,no,1,120.0,119345.0,2017,376286,2275,378562,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:41:11.157240,7_TEE_Worst,0,1,384826,0,0,562.0,116506.0,259779.0,0.0,0.0,335.0
22-05-2026-direct-cold-0011,WASM,cold,no,1,126.0,125206.0,2020,338479,2323,340803,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:47:03.869484,7_TEE_Worst,0,1,347164,0,0,603.0,119597.0,218881.0,0.0,0.0,296.0
22-05-2026-direct-cold-0012,WASM,cold,no,1,145.0,144778.0,2018,303576,2367,305944,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T20:52:21.467828,7_TEE_Worst,0,1,312128,0,0,557.0,154213.0,149362.0,0.0,0.0,345.0
22-05-2026-direct-cold-0013,WASM,cold,no,1,120.0,119202.0,2019,456486,2278,458765,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:00:12.209289,7_TEE_Worst,0,1,465203,0,0,558.0,272354.0,184130.0,0.0,0.0,289.0
22-05-2026-direct-cold-0014,WASM,cold,no,1,145.0,144622.0,2017,537611,2330,539942,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:09:23.826466,7_TEE_Worst,0,1,546075,0,0,553.0,328426.0,209183.0,0.0,0.0,308.0
22-05-2026-direct-cold-0015,WASM,cold,no,1,126.0,125421.0,2019,323398,2339,325738,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:15:01.457274,7_TEE_Worst,0,1,331961,0,0,632.0,80113.0,243284.0,0.0,0.0,330.0
22-05-2026-direct-cold-0016,WASM,cold,no,1,125.0,124471.0,2021,395157,2388,397546,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:21:51.064636,7_TEE_Worst,0,1,403853,0,0,597.0,197440.0,197716.0,0.0,0.0,307.0
22-05-2026-direct-cold-0017,WASM,cold,no,1,142.0,141304.0,2019,314755,2458,317214,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:27:20.296836,7_TEE_Worst,0,1,323514,0,0,580.0,151544.0,163209.0,0.0,0.0,391.0
22-05-2026-direct-cold-0018,WASM,cold,no,1,146.0,145171.0,2016,351372,2291,353664,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:33:25.727229,7_TEE_Worst,0,1,359878,0,0,563.0,164632.0,186739.0,0.0,0.0,327.0
22-05-2026-direct-cold-0019,WASM,cold,no,1,125.0,124166.0,2019,334774,2324,337099,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:39:14.757520,7_TEE_Worst,0,1,343359,0,0,553.0,150462.0,184311.0,0.0,0.0,299.0
22-05-2026-direct-cold-0020,WASM,cold,no,1,133.0,132493.0,2015,344617,2244,346862,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:45:13.268704,7_TEE_Worst,0,1,352986,0,0,564.0,108961.0,235655.0,0.0,0.0,298.0
22-05-2026-direct-cold-0021,WASM,cold,no,1,124.0,123854.0,2017,316374,2205,318580,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:50:43.761849,7_TEE_Worst,0,1,324707,0,0,565.0,117189.0,199184.0,0.0,0.0,300.0
22-05-2026-direct-cold-0022,WASM,cold,no,1,126.0,125218.0,2017,310895,2252,313148,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T21:56:08.590361,7_TEE_Worst,0,1,319431,0,0,549.0,124674.0,186220.0,0.0,0.0,285.0
22-05-2026-direct-cold-0023,WASM,cold,no,1,142.0,141488.0,2018,325357,2289,327647,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T22:01:48.007699,7_TEE_Worst,0,1,333828,0,0,563.0,126723.0,198633.0,0.0,0.0,297.0
22-05-2026-direct-cold-0024,WASM,cold,no,1,127.0,126783.0,2014,485736,2380,488117,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T22:10:08.251391,7_TEE_Worst,0,1,494232,0,0,552.0,294267.0,191467.0,0.0,0.0,324.0
22-05-2026-direct-cold-0025,WASM,cold,no,1,127.0,126423.0,2016,246694,2227,248922,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T22:14:28.923390,7_TEE_Worst,0,1,255080,0,0,593.0,81572.0,165120.0,0.0,0.0,294.0
22-05-2026-direct-cold-0026,WASM,cold,no,1,153.0,152867.0,2019,309743,2339,312083,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T22:19:52.856697,7_TEE_Worst,0,1,318327,0,0,632.0,109183.0,200558.0,0.0,0.0,311.0
22-05-2026-direct-cold-0027,WASM,cold,no,1,140.0,139249.0,2019,305376,2207,307584,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T22:25:12.505465,7_TEE_Worst,0,1,313864,0,0,556.0,125725.0,179650.0,0.0,0.0,262.0
22-05-2026-direct-cold-0028,WASM,cold,no,1,152.0,151004.0,2018,379980,2275,382256,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T22:31:46.718871,7_TEE_Worst,0,1,388444,0,0,589.0,160706.0,219273.0,0.0,0.0,323.0
22-05-2026-direct-cold-0029,WASM,cold,no,1,118.0,117469.0,2018,313090,2344,315435,0.0,x86_64,x86_64,True,True,transfer_mode=direct;module=3mm_with_cr.wasm,2026-05-22T22:37:13.939852,7_TEE_Worst,0,1,321646,0,0,565.0,140675.0,172413.0,0.0,0.0,308.0
